Branch_Plant,Item_Nbr,Item_Desc1,Item_Desc2,Lot_Nbr,Location,Product_Line_Code,Product_Line,Item_Type_Code,Item_Type,Product_Level3,Product_Level4,Product_Level5,First_GRN_Date,Item_Year_Aging,Item_Month_Aging,Expiry_Date,Manufacturing_Date_(PRC only),UOM,Pack_Content,Lot_Status,Unit_Cost,Qty_On_Hand,Qty_Hard_Committed,Total_Value,Total_Value_In_Lacs,Qty_Soft_Committed,Qty_Work_Order_Hard_Committed,Qty_Future_Committed,Qty_Available,Year_Expiry,Item_Month_Aging
91210,804404L,Dummy Value 42,Dummy Value 90,Dummy Value 40,F14CS1D01,101,Knees,IMP,Implant SKU,Knees,Joint Replacement,Orthopaedics,2018-04-23,0,6,2022-07-28,,EA,1,,9976.59,8,0,79812.75,0.8,0,0,0,8,2022,6
91210,0240060903I,Dummy Value 33,Dummy Value 56,Dummy Value 66,SALEBULK,229,Video,MCP,Medsurg Capital,Instruments Service / Power,Power Tools & Navigation,Service,2017-11-08,1,11,2099-12-31,,EA,1,,369024.34,1,0,369024.34,3.69,0,0,0,1,2099,11
91210,46169230E,Dummy Value 45,Dummy Value 98,Dummy Value 67,F06CS2C05,114,Trauson - Trauma,IMP,Implant SKU,Trauson,Trauson,Trauson,2018-09-24,0,1,2099-12-31,2018-08-21,EA,1,,1743.56,5,0,8717.82,0.09,0,0,0,5,2099,1
91210,263003R,Dummy Value 46,Dummy Value 43,Dummy Value 35,F14BS1B01,101,Knees,IMP,Implant SKU,Knees,Joint Replacement,Orthopaedics,2018-04-23,0,6,2022-10-02,,EA,1,,11178.3,8,0,89426.4,0.89,0,0,0,8,2022,6
91210,44343012E,Dummy Value 74,Dummy Value 57,Dummy Value 95,F07DS1F05,114,Trauson - Trauma,IMP,Implant SKU,Trauson,Trauson,Trauson,2016-08-29,2,26,2040-12-31,2016-07-13,EA,1,,210.97,2,0,421.94,0,0,0,0,2,2040,26
91210,2296003212,Dummy Value 32,Dummy Value 62,Dummy Value 24,G16CS1D02,302,SB Power Tools,MCS,Medsurg Consumable,Micro-surgical,Sports Medicine,Orthopaedics,2018-04-10,0,6,2023-02-01,,EA,1,,137.23,2,0,274.46,0,0,0,0,2,2023,6
91210,32004040E,Dummy Value 54,Dummy Value 90,Dummy Value 41,F11BS1B01,114,Trauson - Trauma,IMP,Implant SKU,Trauson,Trauson,Trauson,2016-11-29,2,23,2040-12-31,2016-10-13,EA,1,,218.03,6,0,1308.15,0.01,0,0,0,6,2040,23
91210,CB5025004,Dummy Value 86,Dummy Value 59,Dummy Value 41,YBR20-6,226,Stryker Communications,MCP,Medsurg Capital,Communications,Communications,Institutional Business,2015-04-29,3,42,2040-12-31,,EA,1,,6075.12,1,0,6075.12,0.06,0,0,0,1,2040,42
91210,19603700E,Dummy Value 15,Dummy Value 73,Dummy Value 19,F07AS1F01,114,Trauson - Trauma,INS,Instrument SKU,Trauson,Trauson,Trauson,2018-09-27,0,1,2099-12-31,2018-08-10,EA,1,,8996.12,1,0,8996.12,0.09,0,0,0,1,2099,1
91210,60200537,Dummy Value 51,Dummy Value 75,Dummy Value 54,G06DS1D04,100,Hips,IMP,Implant SKU,Hips,Joint Replacement,Orthopaedics,2017-03-20,1,19,2020-09-06,,EA,1,,23626.22,1,0,23626.22,0.24,0,0,0,1,2020,19
91209,5100088000,Dummy Value 19,Dummy Value 83,Dummy Value 55,F16BS1B01,302,SB Power Tools,MCP,Medsurg Capital,Micro-surgical,Sports Medicine,Orthopaedics,2016-04-12,2,30,2040-12-31,,EA,1,,136603.29,1,0,136603.29,1.37,0,0,0,1,2040,30
91210,41651018E,Dummy Value 15,Dummy Value 38,Dummy Value 89,F08AS1E02,114,Trauson - Trauma,IMP,Implant SKU,Trauson,Trauson,Trauson,2015-11-23,3,35,2040-12-31,2015-05-03,EA,1,,98.75,277,0,27354.53,0.27,0,0,0,277,2040,35
91209,5820107130,Dummy Value 41,Dummy Value 97,Dummy Value 65,G16AS2D02,303,Micro - NSE,MCS,Medsurg Consumable,NSE - Others,NSE,Endoscopy & NSE,2018-10-12,0,0,2023-07-01,,EA,1,,1381.26,19,0,26243.87,0.26,0,0,0,19,2023,0
91210,7240316,Dummy Value 46,Dummy Value 96,Dummy Value 40,G04AS1E04,101,Knees,IMP,Implant SKU,Knees,Joint Replacement,Orthopaedics,2018-10-25,0,0,2023-06-11,,EA,1,,9508.46,4,0,38033.84,0.38,0,0,0,4,2023,0
91209,4103160000,Dummy Value 32,Dummy Value 82,Dummy Value 97,G13BS1B02,300,LB Power Tools,MCP,Medsurg Capital,Heavy Duty,Power Tools & Navigation,Orthopaedics,2016-08-27,2,26,2040-12-31,,EA,1,,10445.99,1,0,10445.99,0.1,0,0,0,1,2040,26
91210,3910500739,Dummy Value 11,Dummy Value 45,Dummy Value 58,G14DS2G03,105,Surgical Implants,INS,Instrument SKU,Joint Preservation,Sports Medicine,Orthopaedics,2018-05-18,0,5,2040-12-31,,EA,1,,27635.95,1,0,27635.95,0.28,0,0,0,1,2040,5
91210,3802500,Dummy Value 54,Dummy Value 93,Dummy Value 42,F05ES1C01,126,Thoraco-Lumbar,IMP,Implant SKU,Spine,NSE,Endoscopy & NSE,2018-05-17,0,5,2099-12-31,,EA,1,,2923.46,18,0,52622.28,0.53,0,0,0,18,2099,5
91209,180613,Dummy Value 79,Dummy Value 95,Dummy Value 85,F04FS1C04,101,Knees,IMP,Implant SKU,Knees,Joint Replacement,Orthopaedics,2018-08-09,0,2,2023-06-07,,EA,1,,11628.46,7,0,81399.21,0.81,0,0,0,7,2023,2
91210,32004120E,Dummy Value 67,Dummy Value 47,Dummy Value 21,F11BS1B01,114,Trauson - Trauma,IMP,Implant SKU,Trauson,Trauson,Trauson,2016-11-29,2,23,2040-12-31,2016-10-20,EA,1,,435.41,9,0,3918.69,0.04,0,0,0,9,2040,23
91210,108518,Dummy Value 45,Dummy Value 85,Dummy Value 19,F16AS1A01,330,Cranio-Maxillofacial,INS,Instrument SKU,CMF,NSE,Endoscopy & NSE,2016-04-08,2,30,2040-12-31,,EA,1,,3494.61,1,0,3494.61,0.03,0,0,0,1,2040,30
91210,46090090E,Dummy Value 53,Dummy Value 25,Dummy Value 67,F06BS2A06,114,Trauson - Trauma,IMP,Implant SKU,Trauson,Trauson,Trauson,2016-10-09,2,24,2040-12-31,2016-08-24,EA,1,,210.97,5,0,1054.86,0.01,0,0,0,5,2040,24
91210,5515F702,Dummy Value 64,Dummy Value 91,Dummy Value 80,F03ES1A04,101,Knees,IMP,Implant SKU,Knees,Joint Replacement,Orthopaedics,2017-08-04,1,14,2022-06-13,,EA,1,,22766.3,1,0,22766.3,0.23,0,0,0,1,2022,14
91210,5537G831,Dummy Value 98,Dummy Value 81,Dummy Value 70,P02AS1A01,101,Knees,IMP,Implant SKU,Knees,Joint Replacement,Orthopaedics,2017-07-21,1,15,2022-06-25,,EA,1,,10787.14,10,0,107871.37,1.08,0,0,0,10,2022,15
91210,72130708,Dummy Value 45,Dummy Value 41,Dummy Value 79,G04CS1A06,101,Knees,IMP,Implant SKU,Knees,Joint Replacement,Orthopaedics,2017-03-20,1,19,2021-04-26,,EA,1,,5201.18,1,0,5201.18,0.05,0,0,0,1,2021,19
91210,7126000000K,Dummy Value 100,Dummy Value 61,Dummy Value 72,G01CS1A01,300,LB Power Tools,MCP,Medsurg Capital,Heavy Duty,Power Tools & Navigation,Orthopaedics,2018-08-04,0,2,2099-12-31,,EA,1,,30577.45,1,0,30577.45,0.31,0,0,0,1,2099,2
91210,3910500727,Dummy Value 92,Dummy Value 57,Dummy Value 83,G14DS2G06,105,Surgical Implants,INS,Instrument SKU,Joint Preservation,Sports Medicine,Orthopaedics,2018-06-04,0,4,2040-12-31,,EA,1,,25867.38,1,0,25867.38,0.26,0,0,0,1,2040,4
91210,5403002,Dummy Value 23,Dummy Value 37,Dummy Value 54,G14BS1D02,330,Cranio-Maxillofacial,IMP,Implant SKU,CMF,NSE,Endoscopy & NSE,2018-10-26,0,0,2099-12-31,,EA,1,,865.69,12,0,10388.28,0.1,0,0,0,12,2099,0
91210,46210461E,Dummy Value 22,Dummy Value 86,Dummy Value 20,F08DS1D06,114,Trauson - Trauma,IMP,Implant SKU,Trauson,Trauson,Trauson,2015-12-29,3,34,2040-12-31,2015-12-09,EA,1,,2704.16,13,0,35154.06,0.35,0,0,0,13,2040,34
91210,7126110000,Dummy Value 51,Dummy Value 13,Dummy Value 15,G13BS1D04,300,LB Power Tools,MCP,Medsurg Capital,Heavy Duty,Power Tools & Navigation,Orthopaedics,2018-06-16,0,4,2099-12-31,,EA,1,,9073.71,1,0,9073.71,0.09,0,0,0,1,2099,4
91210,4100410000,Dummy Value 41,Dummy Value 74,Dummy Value 31,G13DS1A06,301,MB Power Tools,MCP,Medsurg Capital,Micro-surgical,Sports Medicine,Orthopaedics,2012-05-11,6,77,2040-12-31,,EA,1,,18244.89,1,0,18244.89,0.18,0,0,0,1,2040,77
91210,5100008000,Dummy Value 45,Dummy Value 15,Dummy Value 83,G03AS2A01,302,SB Power Tools,MCP,Medsurg Capital,Micro-surgical,Sports Medicine,Orthopaedics,2018-10-26,0,0,2099-12-31,,EA,1,,23778.9,1,0,23778.9,0.24,0,0,0,1,2099,0
91210,4103235000,Dummy Value 63,Dummy Value 86,Dummy Value 82,G13BS1B05,300,LB Power Tools,MCP,Medsurg Capital,Heavy Duty,Power Tools & Navigation,Orthopaedics,2018-05-19,0,5,2099-12-31,,EA,1,,14040.85,1,0,14040.85,0.14,0,0,0,1,2099,5
91210,32805160E,Dummy Value 19,Dummy Value 36,Dummy Value 15,F07AS1A02,114,Trauson - Trauma,IMP,Implant SKU,Trauson,Trauson,Trauson,2016-10-09,2,24,2040-12-31,2016-07-25,EA,1,,2485.49,5,0,12427.46,0.12,0,0,0,5,2040,24
91210,250080290,Dummy Value 37,Dummy Value 36,Dummy Value 83,G12BS1D04,228,General Surgery,MCP,Medsurg Capital,General Surgery,Endoscopy,Endoscopy & NSE,2016-05-07,2,29,2040-12-31,,EA,1,,7540.46,3,0,22621.38,0.23,0,0,0,3,2040,29
91210,72130908,Dummy Value 54,Dummy Value 54,Dummy Value 37,G04DS1D02,101,Knees,IMP,Implant SKU,Knees,Joint Replacement,Orthopaedics,2016-11-03,2,23,2021-08-22,,EA,1,,5299.93,1,0,5299.93,0.05,0,0,0,1,2021,23
91210,67210737,Dummy Value 40,Dummy Value 67,Dummy Value 62,SALEBULK,100,Hips,IMP,Implant SKU,Hips,Joint Replacement,Orthopaedics,2018-09-13,0,1,2023-03-04,,EA,1,,22876.59,10,0,228765.9,2.29,0,0,0,10,2023,1
91210,44301026E,Dummy Value 20,Dummy Value 99,Dummy Value 63,F06DS2E03,114,Trauson - Trauma,IMP,Implant SKU,Trauson,Trauson,Trauson,2015-11-23,3,35,2040-12-31,2015-06-15,EA,1,,151.98,14,0,2127.67,0.02,0,0,0,14,2040,35
91210,5515F402,Dummy Value 72,Dummy Value 61,Dummy Value 13,F02FS1E01,101,Knees,IMP,Implant SKU,Knees,Joint Replacement,Orthopaedics,2018-06-04,0,4,2023-03-16,,EA,1,,19208.7,1,0,19208.7,0.19,0,0,0,1,2023,4
91210,234010064,Dummy Value 51,Dummy Value 37,Dummy Value 16,F02ES1C01,105,Surgical Implants,IMP,Implant SKU,Joint Preservation,Sports Medicine,Orthopaedics,2017-11-10,1,11,2022-01-28,,EA,1,,3548.69,277,0,982986.3,9.83,0,0,0,277,2022,11
91210,46127330E,Dummy Value 77,Dummy Value 34,Dummy Value 51,F11AS1C01,114,Trauson - Trauma,IMP,Implant SKU,Trauson,Trauson,Trauson,2016-03-17,2,31,2040-12-31,2016-01-23,EA,1,,1229.28,49,0,60234.7,0.6,0,0,0,49,2040,31
91210,UH14326,Dummy Value 49,Dummy Value 32,Dummy Value 26,G06AS1B01,100,Hips,IMP,Implant SKU,Hips,Joint Replacement,Orthopaedics,2018-09-24,0,1,2023-05-02,,EA,1,,8428.61,2,1,16857.23,0.17,0,0,0,1,2023,1
91209,5528920,Dummy Value 85,Dummy Value 20,Dummy Value 92,G14BS2G04,330,Cranio-Maxillofacial,IMP,Implant SKU,CMF,NSE,Endoscopy & NSE,2016-07-22,2,27,2040-12-31,,EA,1,,3070.31,1,0,3070.31,0.03,0,0,0,1,2040,27
91210,32810060E,Dummy Value 74,Dummy Value 60,Dummy Value 70,F07DS1A01,114,Trauson - Trauma,IMP,Implant SKU,Trauson,Trauson,Trauson,2016-12-21,2,22,2040-12-31,2016-10-29,EA,1,,840.04,1,0,840.04,0.01,0,0,0,1,2040,22
91210,42651070E,Dummy Value 17,Dummy Value 88,Dummy Value 38,F08BS1E03,114,Trauson - Trauma,IMP,Implant SKU,Trauson,Trauson,Trauson,2015-11-26,3,35,2040-12-31,2014-11-29,EA,1,,148.13,2,0,296.26,0,0,0,0,2,2040,35
91210,42505044E,Dummy Value 37,Dummy Value 90,Dummy Value 12,F06ES2D03,114,Trauson - Trauma,IMP,Implant SKU,Trauson,Trauson,Trauson,2016-03-17,2,31,2040-12-31,2016-01-11,EA,1,,115.43,49,0,5655.84,0.06,0,0,0,49,2040,31
91210,5531G211,Dummy Value 86,Dummy Value 98,Dummy Value 32,G04ES1G01,101,Knees,IMP,Implant SKU,Knees,Joint Replacement,Orthopaedics,2018-09-20,0,1,2023-08-11,,EA,1,,5877.06,1,0,5877.06,0.06,0,0,0,1,2023,1
91210,8260708,Dummy Value 93,Dummy Value 90,Dummy Value 35,G02BS1A01,101,Knees,IMP,Implant SKU,Knees,Joint Replacement,Orthopaedics,2018-05-03,0,5,2023-01-20,,EA,1,,4847.22,23,0,111486.1,1.11,0,0,0,23,2023,5
91210,5400003520,Dummy Value 60,Dummy Value 66,Dummy Value 47,G16CS2B03,302,SB Power Tools,MCS,Medsurg Consumable,Micro-surgical,Sports Medicine,Orthopaedics,2015-08-24,3,38,2020-03-01,,EA,1,,255.22,1,0,255.22,0,0,0,0,1,2020,38
91210,486613602,Dummy Value 66,Dummy Value 64,Dummy Value 13,G15ES2A02,126,Thoraco-Lumbar,IMP,Implant SKU,Spine,NSE,Endoscopy & NSE,2016-11-10,2,23,2040-12-31,2016-11-03,EA,1,,17976.16,1,0,17976.16,0.18,0,0,0,1,2040,23
91210,814403R,Dummy Value 70,Dummy Value 52,Dummy Value 45,G02FS1A01,101,Knees,IMP,Implant SKU,Knees,Joint Replacement,Orthopaedics,2018-05-03,0,5,2023-01-18,,EA,1,,11149.44,3,0,33448.33,0.33,0,0,0,3,2023,5
91209,111655,Dummy Value 15,Dummy Value 67,Dummy Value 10,F13AS1D01,100,Hips,MCS,Medsurg Consumable,MAKO,MAKO,Orthopaedics,2018-02-21,0,8,2021-11-15,,EA,1,,9457.18,6,0,56743.08,0.57,0,0,0,6,2021,8
91210,250080323,Dummy Value 73,Dummy Value 26,Dummy Value 17,G12BS1E04,228,General Surgery,MCP,Medsurg Capital,General Surgery,Endoscopy,Endoscopy & NSE,2016-05-07,2,29,2040-12-31,,EA,1,,7367.98,1,0,7367.98,0.07,0,0,0,1,2040,29
91210,32803051E,Dummy Value 14,Dummy Value 37,Dummy Value 86,F06CS1E06,114,Trauson - Trauma,IMP,Implant SKU,Trauson,Trauson,Trauson,2016-02-11,2,32,2040-12-31,2015-09-08,EA,1,,358.46,4,0,1433.84,0.01,0,0,0,4,2040,32
91210,103240,Dummy Value 83,Dummy Value 69,Dummy Value 85,G14BS1A01,330,Cranio-Maxillofacial,INS,Instrument SKU,CMF,NSE,Endoscopy & NSE,2017-08-25,1,14,2099-12-31,,EA,1,,9343.01,1,0,9343.01,0.09,0,0,0,1,2099,14
91210,41513016E,Dummy Value 20,Dummy Value 13,Dummy Value 69,F11CS1E01,114,Trauson - Trauma,IMP,Implant SKU,Trauson,Trauson,Trauson,2016-05-26,2,29,2040-12-31,2016-04-12,EA,1,,78.87,123,0,9701.5,0.1,0,0,0,123,2040,29
91210,6000012000,Dummy Value 54,Dummy Value 47,Dummy Value 90,F14CS1E01,327,Navigation,MCP,Medsurg Capital,Navigation (Neuro),NSE,Endoscopy & NSE,2018-09-21,0,1,2099-12-31,,EA,1,,94844.72,1,0,94844.72,0.95,0,0,0,1,2099,1
91210,5541A202,Dummy Value 80,Dummy Value 32,Dummy Value 56,G04BS1F01,101,Knees,IMP,Implant SKU,Knees,Joint Replacement,Orthopaedics,2017-07-15,1,15,2022-02-01,,EA,1,,4792.07,4,0,19168.3,0.19,0,0,0,4,2022,15
91210,1105003205,Dummy Value 99,Dummy Value 21,Dummy Value 96,SALEBULK,423,Stretchers,MCP,Medsurg Capital,Stretchers,Medical,Institutional Business,2013-08-03,5,62,2040-12-31,,EA,1,,11502.77,2,2,23005.55,0.23,0,0,0,0,2040,62
91210,5506750,Dummy Value 97,Dummy Value 58,Dummy Value 14,G14BS2B01,330,Cranio-Maxillofacial,IMP,Implant SKU,CMF,NSE,Endoscopy & NSE,2018-07-23,0,3,2099-12-31,,EA,1,,743.85,20,0,14877,0.15,0,0,0,20,2099,3
91210,46092064E,Dummy Value 73,Dummy Value 75,Dummy Value 63,F06FS1E04,114,Trauson - Trauma,IMP,Implant SKU,Trauson,Trauson,Trauson,2016-10-09,2,24,2040-12-31,2015-08-21,EA,1,,167.37,1,0,167.37,0,0,0,0,1,2040,24
91209,6126120000,Dummy Value 97,Dummy Value 54,Dummy Value 60,G19AS2C01,300,LB Power Tools,MCP,Medsurg Capital,Heavy Duty,Power Tools & Navigation,Orthopaedics,2018-10-26,0,0,2099-12-31,,EA,1,,15168.17,5,0,75840.84,0.76,0,0,0,5,2099,0
91210,6420120,Dummy Value 78,Dummy Value 32,Dummy Value 55,G14AS1A01,111,Upper Extremities,INS,Instrument SKU,Trauma & Extremities,Trauma,Orthopaedics,2018-01-23,0,9,2099-12-31,,EA,1,,31255.17,1,0,31255.17,0.31,0,0,0,1,2099,9
91210,32825041E,Dummy Value 94,Dummy Value 77,Dummy Value 50,F06CS1C01,114,Trauson - Trauma,IMP,Implant SKU,Trauson,Trauson,Trauson,2018-05-16,0,5,2099-12-31,2018-03-14,EA,1,,1186.32,6,0,7117.89,0.07,0,0,0,6,2099,5
91210,5566S013,Dummy Value 77,Dummy Value 47,Dummy Value 72,P02AS1A01,101,Knees,IMP,Implant SKU,Knees,Joint Replacement,Orthopaedics,2017-07-15,1,15,2021-12-15,,EA,1,,9958,1,0,9958,0.1,0,0,0,1,2021,15
91210,62766111,Dummy Value 53,Dummy Value 19,Dummy Value 65,G06BS1F01,100,Hips,IMP,Implant SKU,Hips,Joint Replacement,Orthopaedics,2017-02-18,1,20,2020-12-20,,EA,1,,29412.21,1,0,29412.21,0.29,0,0,0,1,2020,20
91210,42516050E,Dummy Value 98,Dummy Value 15,Dummy Value 16,F07FS1F06,114,Trauson - Trauma,IMP,Implant SKU,Trauson,Trauson,Trauson,2017-08-05,1,14,2040-12-31,,EA,1,,130.17,3,0,390.52,0,0,0,0,3,2040,14
91210,43702040E,Dummy Value 68,Dummy Value 85,Dummy Value 70,F07DS1G04,114,Trauson - Trauma,IMP,Implant SKU,Trauson,Trauson,Trauson,2018-04-20,0,6,2040-12-31,,EA,1,,70.54,1,0,70.54,0,0,0,0,1,2040,6
91210,542451,Dummy Value 74,Dummy Value 23,Dummy Value 53,G18BS1J01,542,Detachable Coils,IMP,Implant SKU,Neurovascular,Neurovascular,Neurovascular,2018-09-11,0,1,2021-07-17,,EA,1,,15467.09,3,0,46401.26,0.46,0,0,0,3,2021,1
91210,72120918,Dummy Value 94,Dummy Value 43,Dummy Value 18,G05CS1B06,101,Knees,IMP,Implant SKU,Knees,Joint Replacement,Orthopaedics,2017-12-20,1,10,2022-10-30,,EA,1,,4559.29,8,0,36474.32,0.36,0,0,0,8,2022,10
91210,504880800,Dummy Value 29,Dummy Value 33,Dummy Value 27,F15AS1B01,228,General Surgery,MCS,Medsurg Consumable,General Surgery,Endoscopy,Endoscopy & NSE,2017-10-05,1,12,2022-05-19,,EA,6,,17131.68,1,0,17131.68,0.17,0,0,0,1,2022,12
91210,5120012030,Dummy Value 10,Dummy Value 65,Dummy Value 51,G16CS2H01,303,Micro - NSE,MCS,Medsurg Consumable,Micro-Surgical (NSE),NSE,Endoscopy & NSE,2015-11-23,3,35,2020-10-01,,EA,1,,875.95,32,0,28030.4,0.28,0,0,0,32,2020,35
91210,42513036E,Dummy Value 69,Dummy Value 89,Dummy Value 12,F11DS1D01,114,Trauson - Trauma,IMP,Implant SKU,Trauson,Trauson,Trauson,2018-10-24,0,0,2099-12-31,2017-02-13,EA,1,,101.96,2,0,203.92,0,0,0,0,2,2099,0
91210,7700600000,Dummy Value 97,Dummy Value 97,Dummy Value 77,SALEBULK,327,Navigation,NAV,Navigation Console,Navigation (Orthopaedics),Power Tools & Navigation,Orthopaedics,2017-11-14,1,11,2099-12-31,,EA,1,,697492.11,1,0,697492.11,6.97,0,0,0,1,2099,11
91210,32810061E,Dummy Value 44,Dummy Value 54,Dummy Value 56,F07DS2E01,114,Trauson - Trauma,IMP,Implant SKU,Trauson,Trauson,Trauson,2018-04-13,0,6,2099-12-31,2015-07-24,EA,1,,1306.87,1,0,1306.87,0.01,0,0,0,1,2099,6
91210,5510F202,Dummy Value 59,Dummy Value 35,Dummy Value 40,F03ES1F01,101,Knees,IMP,Implant SKU,Knees,Joint Replacement,Orthopaedics,2018-05-21,0,5,2023-02-25,,EA,1,,14795.56,1,0,14795.56,0.15,0,0,0,1,2023,5
91210,502859010,Dummy Value 27,Dummy Value 91,Dummy Value 94,G19AS2F01,229,Video,MCP,Medsurg Capital,Video,Endoscopy,Endoscopy & NSE,2016-06-24,2,28,2040-12-31,,EA,1,,57520.13,1,1,57520.13,0.58,0,0,0,0,2040,28
91210,5542A801,Dummy Value 95,Dummy Value 63,Dummy Value 39,P02AS1A01,101,Knees,IMP,Implant SKU,Knees,Joint Replacement,Orthopaedics,2017-08-17,1,14,2022-04-26,,EA,1,,5002.4,4,0,20009.62,0.2,0,0,0,4,2022,14
91210,46082074E,Dummy Value 13,Dummy Value 41,Dummy Value 85,F06CS2B05,114,Trauson - Trauma,IMP,Implant SKU,Trauson,Trauson,Trauson,2018-02-19,0,8,2040-12-31,2015-03-13,EA,1,,188.53,1,0,188.53,0,0,0,0,1,2040,8
91210,5300466,Dummy Value 42,Dummy Value 52,Dummy Value 10,G14ES2A02,338,Neuro,IMP,Implant SKU,CMF,NSE,Endoscopy & NSE,2016-08-20,2,26,2040-12-31,,EA,1,,1349.83,35,0,47244.05,0.47,0,0,0,35,2040,26
91210,704105R,Dummy Value 97,Dummy Value 50,Dummy Value 68,G04AS1G01,101,Knees,IMP,Implant SKU,Knees,Joint Replacement,Orthopaedics,2017-02-04,1,20,2020-10-24,,EA,1,,16364.74,1,0,16364.74,0.16,0,0,0,1,2020,20
91210,33880051E,Dummy Value 57,Dummy Value 19,Dummy Value 75,F06ES1B06,114,Trauson - Trauma,IMP,Implant SKU,Trauson,Trauson,Trauson,2015-11-23,3,35,2040-12-31,2015-06-21,EA,1,,1176.06,6,0,7056.33,0.07,0,0,0,6,2040,35
91210,350600001,Dummy Value 67,Dummy Value 62,Dummy Value 76,FLOOR,204,Arthroscopy,MCP,Medsurg Capital,Arthroscopy,Sports Medicine,Orthopaedics,2017-01-21,1,21,2099-12-31,2016-12-02,EA,1,,221308.2,1,0,221308.2,2.21,0,0,0,1,2099,21
91210,5532G516,Dummy Value 76,Dummy Value 30,Dummy Value 36,F02BS1E04,101,Knees,IMP,Implant SKU,Knees,Joint Replacement,Orthopaedics,2016-09-09,2,25,2021-02-07,,EA,1,,5744.97,1,0,5744.97,0.06,0,0,0,1,2021,25
91210,CB5105304,Dummy Value 49,Dummy Value 59,Dummy Value 42,YBR20-4,226,Stryker Communications,MCP,Medsurg Capital,Communications,Communications,Institutional Business,2015-08-07,3,38,2040-12-31,,EA,1,,8556.01,1,0,8556.01,0.09,0,0,0,1,2040,38
91210,375950112,Dummy Value 27,Dummy Value 10,Dummy Value 20,G12BS1F01,204,Arthroscopy,MCS,Medsurg Consumable,Arthroscopy,Sports Medicine,Orthopaedics,2017-08-25,1,14,2022-03-23,,EA,5,,6079.07,1,0,6079.07,0.06,0,0,0,1,2022,14
91210,5407FA200R,Dummy Value 38,Dummy Value 79,Dummy Value 40,G13ES1E03,303,Micro - NSE,MCP,Medsurg Capital,Micro-Surgical (NSE),NSE,Endoscopy & NSE,2018-09-06,0,1,2099-12-31,,EA,1,,32074.13,1,0,32074.13,0.32,0,0,0,1,2099,1
91210,6211032G,Dummy Value 99,Dummy Value 37,Dummy Value 78,G06FS1C04,100,Hips,IMP,Implant SKU,Hips,Joint Replacement,Orthopaedics,2018-09-14,0,1,2022-01-16,,EA,1,,5643.02,1,0,5643.02,0.06,0,0,0,1,2022,1
91210,0240060100I,Dummy Value 42,Dummy Value 83,Dummy Value 94,G01BS1A01,229,Video,MCP,Medsurg Capital,Video,Endoscopy,Endoscopy & NSE,2018-10-04,0,0,2099-12-31,,EA,1,,313121.93,1,0,313121.93,3.13,0,0,0,1,2099,0
91210,240030922,Dummy Value 54,Dummy Value 58,Dummy Value 50,SALEBULK,229,Video,MCP,Medsurg Capital,Video,Endoscopy,Endoscopy & NSE,2017-10-28,1,12,2099-12-31,,EA,1,,8227.9,91,5,748738.98,7.49,0,0,0,86,2099,12
91209,8270308,Dummy Value 58,Dummy Value 84,Dummy Value 92,G02FS1A01,101,Knees,IMP,Implant SKU,Knees,Joint Replacement,Orthopaedics,2018-05-03,0,5,2023-01-09,,EA,1,,7346.82,17,0,124895.96,1.25,0,0,0,17,2023,5
91210,2030000000,Dummy Value 84,Dummy Value 52,Dummy Value 96,YAR1-1B,406,Beds,MCP,Medsurg Capital,Beds,Medical,Institutional Business,2018-10-15,0,0,2099-12-31,,EA,1,,0.01,1,0,0.01,0,0,0,0,1,2099,0
91210,482366530,Dummy Value 39,Dummy Value 71,Dummy Value 67,G15AS1B01,126,Thoraco-Lumbar,IMP,Implant SKU,Spine,NSE,Endoscopy & NSE,2018-10-05,0,0,2099-12-31,2018-08-06,EA,1,,6898.57,2,0,13797.14,0.14,0,0,0,2,2099,0
91210,3820540,Dummy Value 77,Dummy Value 67,Dummy Value 99,F13BS1D01,126,Thoraco-Lumbar,IMP,Implant SKU,Spine,NSE,Endoscopy & NSE,2018-05-17,0,5,2099-12-31,2018-03-20,EA,1,,2225.78,120,0,267093.6,2.67,0,0,0,120,2099,5
91210,714511R,Dummy Value 55,Dummy Value 13,Dummy Value 24,G04AS1A04,101,Knees,IMP,Implant SKU,Knees,Joint Replacement,Orthopaedics,2016-09-09,2,25,2021-07-07,,EA,1,,19396.58,1,0,19396.58,0.19,0,0,0,1,2021,25
91210,8230910,Dummy Value 89,Dummy Value 10,Dummy Value 26,G05FS1C06,101,Knees,IMP,Implant SKU,Knees,Joint Replacement,Orthopaedics,2018-03-03,0,7,2023-01-07,,EA,1,,5299.93,1,0,5299.93,0.05,0,0,0,1,2023,7
91210,6007103110,Dummy Value 58,Dummy Value 51,Dummy Value 64,F05BS1C03,327,Navigation,MCS,Medsurg Consumable,Navigation (Orthopaedics),Power Tools & Navigation,Orthopaedics,2017-08-09,1,14,2022-04-30,,EA,10,,7055.05,1,0,7055.05,0.07,0,0,0,1,2022,14
91210,32017090E,Dummy Value 20,Dummy Value 16,Dummy Value 69,F06FS2G05,114,Trauson - Trauma,IMP,Implant SKU,Trauson,Trauson,Trauson,2015-11-26,3,35,2040-12-31,2015-10-11,EA,1,,998.43,10,0,9984.29,0.1,0,0,0,10,2040,35
